ChargesPerService,TotalCharges,tenure,Avg_charges,MonthlyCharges,PaymentMethod_Electronic check,Contract_Two year,InternetService_Fiber optic,TotalServices,gender,PaperlessBilling,Contract_One year,Partner,OnlineSecurity_Yes,SeniorCitizen,Churn
20.9375,2070.6,26,79.63846153846154,83.75,1,0,1,3,1,1,0,1,0,0,1
17.66,273.75,3,91.25,88.3,0,0,1,4,0,1,0,1,1,1,1
34.875,3557.7,50,71.154,69.75,0,0,1,1,0,1,0,1,0,0,0
11.933333333333332,1957.1,27,72.48518518518519,71.6,0,0,0,5,1,0,0,1,0,0,0
18.419999999999998,729.95,8,91.24375,92.1,1,0,1,4,0,1,0,0,0,1,1
7.883333333333333,1416.75,62,22.850806451612904,23.65,0,1,0,2,0,0,0,1,0,0,0
11.692857142857141,5924.4,71,83.44225352112676,81.85,0,1,0,6,0,0,0,1,1,0,0
8.366666666666667,1697.7,66,25.722727272727273,25.1,0,1,0,2,1,0,0,0,0,0,0
12.744444444444445,7849.85,68,115.43897058823529,114.7,0,1,1,8,1,1,0,1,1,0,0
12.2875,649.4,13,49.95384615384615,49.15,1,0,0,3,0,0,0,0,0,0,0
26.96666666666667,4557.5,56,81.38392857142857,80.9,1,0,1,2,1,1,1,1,0,0,0
19.8625,3013.05,38,79.29078947368421,79.45,1,0,1,3,1,1,0,1,1,0,1
22.6125,1266.1,14,90.43571428571428,90.45,0,0,1,3,1,0,0,0,0,1,1
9.65,360.35,16,22.521875,19.3,0,0,0,1,0,1,1,0,0,0,0
35.1,1046.5,14,74.75,70.2,1,0,1,1,0,0,0,1,0,0,0
34.875,2347.9,32,73.371875,69.75,0,0,1,1,1,1,0,1,0,0,1
13.5625,447.75,8,55.96875,54.25,0,0,0,3,0,0,1,0,1,0,0
16.55,4209.95,43,97.90581395348836,99.3,0,0,1,5,0,1,0,1,0,0,0
10.571428571428571,3877.65,52,74.57019230769231,74.0,0,0,0,6,0,0,1,0,1,0,0
16.75,152.3,3,50.76666666666667,50.25,0,0,0,2,1,1,0,0,0,0,0
9.9,572.2,29,19.731034482758623,19.8,0,0,0,1,1,1,1,0,0,0,0
9.825,19.65,1,19.65,19.65,0,0,0,1,0,0,0,0,0,0,1
10.9125,526.95,12,43.9125,43.65,1,0,0,3,1,1,0,0,0,1,1
17.75,552.7,16,34.54375,35.5,0,0,0,1,0,1,0,1,0,0,0
11.535714285714286,3208.65,40,80.21625,80.75,0,0,0,6,0,1,1,0,0,0,0
13.166666666666666,210.75,5,42.15,39.5,1,0,0,2,0,0,0,0,0,0,1
19.419999999999998,3706.95,40,92.67375,97.1,0,0,1,4,1,1,0,1,0,0,1
9.775,620.75,36,17.243055555555557,19.55,0,0,0,1,0,0,1,0,0,0,0
26.666666666666668,412.5,5,82.5,80.0,1,0,1,2,0,1,0,0,0,0,1
21.175,832.05,10,83.205,84.7,0,0,1,3,0,1,0,0,1,0,1
22.3875,185.55,2,92.775,89.55,0,0,1,3,1,1,0,1,0,0,1
18.119999999999997,1943.2,23,84.48695652173913,90.6,1,0,1,4,1,1,0,0,0,0,1
10.025,505.9,26,19.457692307692305,20.05,0,0,0,1,1,1,1,1,0,0,0
14.05,8046.85,72,111.76180555555555,112.4,1,1,1,7,0,1,0,1,1,1,0
16.733333333333334,1815.3,34,53.391176470588235,50.2,0,0,0,2,0,0,0,1,0,0,0
12.45,612.95,10,61.295,62.25,0,0,0,4,1,0,0,0,1,0,0
13.925,795.15,14,56.79642857142857,55.7,0,0,0,3,0,0,1,0,1,0,0
18.009999999999998,2169.8,23,94.33913043478262,90.05,0,0,1,4,0,1,0,0,1,0,1
9.825,973.1,47,20.70425531914894,19.65,0,1,0,1,1,0,0,1,0,0,0
17.85,2210.2,24,92.09166666666665,89.25,1,0,1,4,1,1,0,1,1,0,0
16.508333333333333,4853.75,49,99.0561224489796,99.05,0,0,1,5,1,1,0,1,0,0,1
13.5,1055.9,20,52.795,54.0,0,0,0,3,1,0,1,0,1,1,0
34.875,144.55,2,72.275,69.75,0,0,1,1,0,0,0,0,0,0,1
16.349999999999998,91.1,2,45.55,49.05,0,0,0,2,0,1,0,0,0,0,1
11.35,1304.85,22,59.31136363636363,56.75,0,1,0,4,1,0,0,0,0,0,0
16.341666666666665,713.0,7,101.85714285714286,98.05,0,0,1,5,1,1,0,0,0,0,1
10.55,21.1,1,21.1,21.1,0,0,0,1,1,0,0,0,0,0,0
16.108333333333334,5580.8,59,94.58983050847458,96.65,0,0,1,5,0,1,0,1,0,0,0
8.166666666666666,1497.9,58,25.82586206896552,24.5,0,0,0,2,0,1,1,1,0,0,0
12.722222222222221,4527.45,41,110.42560975609756,114.5,0,0,1,8,0,1,0,0,1,0,1
19.8,4590.35,59,77.80254237288136,79.2,0,1,1,3,0,1,0,0,0,1,0
34.775,200.2,3,66.73333333333333,69.55,1,0,1,1,0,1,0,1,0,0,0
10.025,614.45,32,19.2015625,20.05,0,1,0,1,1,1,0,0,0,0,0
16.474999999999998,4564.9,46,99.23695652173912,98.85,1,0,1,5,1,1,0,1,0,1,0
8.583333333333334,1397.475,0,1397.475,25.75,0,1,0,2,1,0,0,1,0,0,0
26.983333333333334,171.15,2,85.575,80.95,1,0,1,2,1,1,0,0,0,0,1
9.8,1012.4,52,19.46923076923077,19.6,0,0,0,1,0,0,1,1,0,0,0
24.766666666666666,940.35,13,72.33461538461539,74.3,1,0,1,2,0,1,0,0,0,1,1
22.425,1047.7,11,95.24545454545455,89.7,0,0,1,3,0,0,0,0,0,1,1
17.53,2766.4,32,86.45,87.65,0,0,1,4,1,0,0,0,1,0,0
16.741666666666667,1622.45,17,95.43823529411765,100.45,0,0,1,5,1,1,0,1,0,1,1
24.916666666666668,1129.35,16,70.584375,74.75,0,0,1,2,0,1,0,0,0,0,0
13.43125,5680.9,51,111.39019607843136,107.45,0,0,1,7,0,0,1,0,1,0,0
12.558333333333332,2243.9,29,77.37586206896552,75.35,0,0,0,5,1,1,1,0,0,0,0
10.825000000000001,4523.25,70,64.61785714285715,64.95,0,1,0,5,1,0,0,1,1,0,0
14.35,7159.7,71,100.84084507042253,100.45,1,1,1,6,0,0,0,1,1,0,0
11.416666666666666,2839.95,41,69.2670731707317,68.5,0,0,0,5,1,0,1,1,0,0,0
26.849999999999998,80.55,1,80.55,80.55,1,0,1,2,1,1,0,0,0,0,0
11.607142857142858,580.1,7,82.87142857142858,81.25,0,0,0,6,0,0,0,1,1,0,0
22.6,2178.6,25,87.14399999999999,90.4,1,0,1,3,1,1,1,1,0,0,1
14.924999999999999,6038.55,67,90.12761194029851,89.55,1,0,1,5,1,0,1,1,1,0,0
13.925,259.4,5,51.879999999999995,55.7,0,0,0,3,1,1,0,1,0,0,0
8.266666666666667,324.15,15,21.61,24.8,1,0,0,2,1,1,0,0,0,0,0
10.0,417.65,20,20.8825,20.0,1,0,0,1,0,0,0,1,0,0,0
14.0375,168.15,3,56.050000000000004,56.15,0,0,0,3,1,1,0,1,0,0,1
15.028571428571428,5637.85,54,104.40462962962964,105.2,1,0,1,6,1,1,1,1,0,0,0
9.775,839.4,42,19.985714285714284,19.55,0,0,0,1,1,1,1,0,0,0,0
26.583333333333332,769.1,9,85.45555555555556,79.75,1,0,1,2,0,1,0,1,0,0,0
16.241666666666667,6253.0,63,99.25396825396825,97.45,0,1,1,5,0,0,0,0,0,0,0
8.083333333333334,1641.8,69,23.794202898550726,24.25,0,1,0,2,0,0,0,1,0,0,0
8.200000000000001,1678.05,69,24.319565217391304,24.6,0,1,0,2,0,0,0,0,0,0,0
16.716666666666665,2058.5,40,51.4625,50.15,0,0,0,2,1,1,0,1,0,0,0
9.9,2424.5,60,40.40833333333333,39.6,0,1,0,3,1,0,0,0,1,0,0
15.733333333333334,387.2,4,96.8,94.4,0,0,1,5,0,1,0,0,1,0,1
9.983333333333333,6293.45,71,88.64014084507042,89.85,0,1,0,8,0,0,0,0,1,1,0
19.7375,2839.65,37,76.7472972972973,78.95,0,0,1,3,0,1,0,1,0,0,1
16.474999999999998,3145.9,32,98.309375,98.85,0,0,1,5,1,1,0,1,0,0,0
13.4625,2200.7,39,56.42820512820512,53.85,0,1,0,3,1,1,0,0,0,0,0
8.083333333333334,914.4,38,24.063157894736843,24.25,1,0,0,2,0,1,1,0,0,0,0
17.89,4577.75,52,88.03365384615384,89.45,0,1,1,4,1,1,0,0,0,0,0
15.035714285714286,4997.5,48,104.11458333333333,105.25,0,0,1,6,0,1,0,1,1,0,0
9.916666666666666,4144.8,70,59.21142857142858,59.5,0,1,0,5,1,0,0,1,1,0,0
35.275,1493.55,20,74.6775,70.55,0,0,1,1,1,0,0,0,0,0,0
10.3125,4179.1,50,83.58200000000001,82.5,0,0,0,7,0,1,1,0,1,0,0
14.950000000000001,893.55,19,47.02894736842105,44.85,0,0,0,2,0,1,1,0,0,0,1
12.32,1611.0,25,64.44,61.6,0,0,0,4,1,1,1,1,1,0,0
16.349999999999998,593.05,12,49.42083333333333,49.05,0,0,0,2,1,1,0,0,0,0,0
15.092857142857143,4284.8,39,109.86666666666667,105.65,1,0,1,6,1,1,0,1,0,1,1
24.883333333333336,544.55,7,77.79285714285713,74.65,0,0,1,2,1,0,0,0,0,0,1
11.041666666666666,1533.8,23,66.68695652173913,66.25,0,0,0,5,0,1,1,1,1,0,0
9.7,529.8,27,19.62222222222222,19.4,1,0,0,1,1,1,0,0,0,0,0
21.5125,3865.6,47,82.2468085106383,86.05,0,0,1,3,1,1,0,0,0,1,0
9.575,515.75,26,19.83653846153846,19.15,0,1,0,1,1,1,0,1,0,0,0
12.940000000000001,941.0,14,67.21428571428571,64.7,0,0,0,4,0,1,0,1,1,0,1
14.864285714285714,1133.65,11,103.05909090909091,104.05,0,0,1,6,0,1,0,1,0,1,1
9.625,48.35,2,24.175,19.25,0,0,0,1,1,0,0,0,0,0,0
20.4875,2070.05,26,79.6173076923077,81.95,1,0,1,3,0,0,0,1,1,0,0
12.738888888888889,8333.95,72,115.74930555555557,114.65,0,1,1,8,0,1,0,1,1,1,0
10.0,1209.25,63,19.194444444444443,20.0,0,1,0,1,0,0,0,1,0,0,0
9.9,1396.25,71,19.66549295774648,19.8,0,1,0,1,1,0,0,1,0,0,0
13.030000000000001,723.35,11,65.75909090909092,65.15,0,0,0,4,1,1,0,1,1,0,0
9.825,228.65,14,16.33214285714286,19.65,0,0,0,1,1,0,1,1,0,1,0
9.883333333333333,1161.75,13,89.36538461538461,88.95,0,1,0,8,0,0,0,0,1,0,0
10.1,98.35,6,16.391666666666666,20.2,0,0,0,1,1,1,0,0,0,0,0
25.066666666666666,775.3,11,70.48181818181818,75.2,0,0,1,2,1,1,0,1,0,1,0
14.2,1074.65,18,59.70277777777778,56.8,0,0,0,3,1,0,0,1,0,0,0
17.775,35.55,1,35.55,35.55,1,0,0,1,1,1,0,0,0,0,1
25.166666666666668,2324.7,32,72.646875,75.5,0,0,1,2,0,1,0,1,1,0,0
11.866666666666667,1072.6,29,36.98620689655172,35.6,0,0,0,2,1,0,1,0,1,0,0
15.0625,170.5,3,56.833333333333336,60.25,1,0,0,3,0,1,0,0,0,0,0
19.03,196.9,2,98.45,95.15,1,0,1,4,0,1,0,0,0,0,1
19.330000000000002,1162.85,13,89.44999999999999,96.65,0,0,1,4,1,1,0,1,0,0,1
13.450000000000001,1677.85,41,40.923170731707316,40.35,1,0,0,2,0,1,0,0,0,0,0
9.425,18.85,1,18.85,18.85,1,0,0,1,0,0,0,0,0,0,0
18.283333333333335,370.4,7,52.91428571428571,54.85,0,0,0,2,1,0,0,0,0,0,0
12.86,3410.6,52,65.58846153846153,64.3,0,0,0,4,0,1,1,1,1,0,0
8.216666666666667,1138.8,45,25.306666666666665,24.65,0,1,0,2,0,1,0,1,0,0,0
10.87142857142857,5264.25,70,75.20357142857142,76.1,0,1,0,6,1,0,0,1,0,0,0
9.35,1005.7,53,18.975471698113207,18.7,0,1,0,1,0,0,0,0,0,0,0
16.325,5936.55,62,95.7508064516129,97.95,0,0,1,5,0,1,1,1,0,1,0
15.683333333333332,5475.9,60,91.265,94.1,0,0,1,5,0,1,0,1,1,0,0
26.8,224.05,3,74.68333333333334,80.4,1,0,1,2,0,1,0,1,0,1,1
19.02,2326.05,23,101.13260869565218,95.1,1,0,1,4,0,1,0,1,1,1,0
15.675,31.35,1,31.35,31.35,0,0,0,1,1,1,0,0,0,0,1
12.058333333333332,4991.5,67,74.5,72.35,0,0,0,5,0,1,1,0,1,0,0
17.95,1052.4,12,87.7,89.75,0,0,1,4,0,1,0,0,0,0,1
10.3375,5831.2,71,82.12957746478872,82.7,0,1,0,7,0,1,0,1,1,1,0
9.95,510.8,25,20.432000000000002,19.9,0,0,0,1,1,0,1,0,0,0,0
13.45,283.95,5,56.79,53.8,1,0,0,3,0,1,0,0,1,0,0
17.183333333333334,1295.4,26,49.823076923076925,51.55,0,0,0,2,1,1,1,0,0,0,0
9.825,19.65,1,19.65,19.65,0,0,0,1,1,0,1,1,0,0,0
11.0125,3011.65,70,43.02357142857143,44.05,0,0,0,3,1,1,1,0,0,1,0
12.666666666666666,8093.15,72,112.4048611111111,114.0,1,1,1,8,1,1,0,1,1,0,0
18.880000000000003,5610.25,60,93.50416666666666,94.4,1,0,1,4,1,1,1,1,0,0,1
16.733333333333334,3217.65,32,100.5515625,100.4,1,0,1,5,0,1,0,1,0,1,0
9.925,19.85,1,19.85,19.85,1,0,0,1,1,1,0,0,0,0,1
13.5625,773.2,14,55.228571428571435,54.25,0,0,0,3,0,1,1,0,0,0,0
20.0,1029.35,13,79.18076923076923,80.0,0,0,1,3,0,1,0,0,1,0,0
13.7375,669.45,6,111.575,109.9,0,0,1,7,0,1,0,0,0,0,1
11.314285714285715,3593.8,46,78.12608695652175,79.2,0,1,0,6,0,0,0,0,1,0,0
16.891666666666666,1553.95,15,103.59666666666666,101.35,1,0,1,5,1,1,0,0,0,0,1
15.716666666666667,3953.15,43,91.93372093023255,94.3,1,0,1,5,1,1,0,1,0,1,0
16.599999999999998,1971.15,39,50.542307692307695,49.8,0,1,0,2,1,1,0,0,0,0,0
15.0125,1236.15,21,58.86428571428572,60.05,0,0,0,3,1,1,0,0,0,1,1
10.75,3196.0,57,56.07017543859649,53.75,1,0,0,4,1,1,0,0,1,0,0
18.69,4872.2,53,91.92830188679245,93.45,1,0,1,4,0,1,1,1,0,0,0
17.580000000000002,1500.5,18,83.36111111111111,87.9,0,0,1,4,1,1,0,1,1,0,0
15.0375,60.15,1,60.15,60.15,1,0,0,3,0,1,0,0,0,0,1
12.209999999999999,3478.75,58,59.97844827586207,61.05,0,0,0,4,0,1,1,1,1,0,0
17.341666666666665,7413.55,71,104.41619718309859,104.05,0,1,1,5,0,0,0,0,0,1,0
16.541666666666668,3532.0,35,100.91428571428571,99.25,1,0,1,5,0,1,1,0,0,0,0
21.425,256.75,3,85.58333333333333,85.7,0,0,1,3,1,0,0,0,0,0,0
14.978571428571428,3887.25,38,102.29605263157895,104.85,1,0,1,6,1,1,1,0,1,0,0
9.87857142857143,2490.15,35,71.14714285714285,69.15,0,1,0,6,1,1,0,1,1,0,0
18.09,593.45,7,84.77857142857144,90.45,1,0,1,4,1,1,0,0,0,0,1
12.408333333333333,3510.3,47,74.6872340425532,74.45,0,1,0,5,0,0,0,0,0,0,0
16.816666666666666,765.45,14,54.675000000000004,50.45,1,0,0,2,0,0,0,0,0,0,0
15.0,1259.35,20,62.967499999999994,60.0,1,0,0,3,0,1,0,1,0,1,0
10.65625,5538.35,66,83.91439393939395,85.25,1,1,0,7,1,0,0,1,1,0,0
9.725,340.85,15,22.723333333333336,19.45,0,0,0,1,1,1,0,1,0,0,0
10.375,844.45,42,20.10595238095238,20.75,0,1,0,1,0,1,0,0,0,0,0
19.725,1348.95,17,79.35000000000001,78.9,1,0,1,3,0,0,0,1,1,0,0
14.928571428571429,3778.0,37,102.10810810810811,104.5,0,0,1,6,1,1,1,0,0,0,0
16.466666666666665,611.65,12,50.97083333333333,49.4,1,0,0,2,0,1,0,0,0,0,0
18.85,4867.95,53,91.84811320754717,94.25,0,0,1,4,1,1,1,1,0,0,1
8.333333333333334,1505.05,60,25.084166666666665,25.0,0,1,0,2,0,0,0,0,0,0,0
25.55,467.85,18,25.991666666666667,25.55,0,0,0,0,1,0,0,1,0,0,0
24.96666666666667,74.9,1,74.9,74.9,1,0,1,2,1,1,0,0,0,0,1
35.075,194.2,3,64.73333333333333,70.15,1,0,1,1,0,1,0,0,0,0,0
13.88,571.45,9,63.49444444444445,69.4,0,0,0,4,0,1,0,0,0,0,0
26.75,80.25,1,80.25,80.25,1,0,1,2,0,1,0,0,0,0,1
15.525,5253.95,56,93.82053571428571,93.15,1,0,1,5,1,1,1,1,1,0,0
34.5,1149.65,17,67.62647058823529,69.0,1,0,1,1,1,1,0,1,0,0,1
13.27,740.8,11,67.34545454545454,66.35,1,0,0,4,0,1,0,1,0,0,1
34.775,521.35,7,74.47857142857143,69.55,1,0,1,1,1,1,0,0,0,0,0
10.1,1412.65,69,20.473188405797103,20.2,0,1,0,1,0,0,0,1,0,0,0
21.5,1532.45,19,80.65526315789474,86.0,0,0,1,3,1,1,0,0,0,0,1
26.766666666666666,250.05,3,83.35000000000001,80.3,1,0,1,2,0,1,0,1,0,0,1
10.2,1090.6,54,20.196296296296296,20.4,0,1,0,1,1,0,0,1,0,0,0
7.916666666666667,1446.8,62,23.335483870967742,23.75,0,0,0,2,1,1,1,1,0,0,0
18.11,2282.55,24,95.10625,90.55,0,0,1,4,1,1,0,0,0,0,1
14.09,4300.45,62,69.36209677419355,70.45,0,0,0,4,0,1,0,1,0,0,0
13.15,1111.2,17,65.36470588235295,65.75,0,0,0,4,1,0,0,0,1,0,0
24.6,190.1,9,21.12222222222222,24.6,0,0,0,0,1,1,0,0,0,0,0
11.541666666666666,4447.75,64,69.49609375,69.25,0,1,0,5,1,0,0,1,1,0,0
25.3,143.35,2,71.675,75.9,1,0,1,2,0,1,0,0,0,0,1
22.925,45.85,1,45.85,45.85,0,0,0,1,1,1,0,1,0,0,1
12.4875,810.2,16,50.6375,49.95,1,0,0,3,0,1,0,1,0,0,1
8.216666666666667,1830.05,72,25.41736111111111,24.65,0,1,0,2,0,0,0,1,0,0,0
15.066666666666668,2820.65,30,94.02166666666668,90.4,0,0,1,5,1,0,1,0,1,0,0
16.808333333333334,4847.35,49,98.92551020408165,100.85,0,0,1,5,0,1,0,1,1,0,0
10.764285714285714,4729.3,61,77.52950819672131,75.35,0,1,0,6,1,0,0,1,1,0,0
17.44,4017.45,47,85.47765957446808,87.2,1,0,1,4,1,0,0,1,0,0,0
12.88,1398.6,20,69.92999999999999,64.4,0,0,0,4,1,0,0,0,1,0,0
26.099999999999998,2564.3,34,75.42058823529412,78.3,1,0,1,2,1,0,0,1,0,0,1
8.233333333333333,1685.9,70,24.084285714285716,24.7,0,1,0,2,0,0,0,1,0,0,0
15.12142857142857,5826.65,54,107.90092592592592,105.85,1,0,1,6,1,1,1,0,1,0,0
14.042857142857143,6066.55,61,99.4516393442623,98.3,0,0,1,6,1,1,1,1,0,1,0
25.650000000000002,228.4,3,76.13333333333334,76.95,1,0,1,2,1,1,0,0,0,0,1
9.725,270.2,13,20.784615384615385,19.45,0,0,0,1,1,0,1,0,0,0,0
19.23,1529.2,16,95.575,96.15,1,0,1,4,0,1,0,0,0,1,1
14.675,168.6,3,56.199999999999996,58.7,0,0,0,3,0,1,0,1,0,0,0
10.075,536.35,25,21.454,20.15,0,0,0,1,1,1,0,0,0,0,0
12.9,1888.45,30,62.94833333333334,64.5,0,0,0,4,1,1,0,0,1,0,0
14.25,629.35,21,29.969047619047622,28.5,1,0,0,1,0,0,0,1,1,0,0
22.65,45.3,1,45.3,45.3,1,0,0,1,1,0,0,0,0,0,1
9.7,289.3,15,19.28666666666667,19.4,0,0,0,1,0,0,0,0,0,0,1
22.6125,2117.25,23,92.05434782608695,90.45,1,0,1,3,1,1,0,1,0,1,0
15.021428571428572,4730.9,45,105.1311111111111,105.15,1,0,1,6,0,1,0,1,1,0,0
16.630000000000003,2033.05,24,84.71041666666666,83.15,0,0,1,4,0,0,1,1,0,0,0
18.03,987.95,11,89.81363636363636,90.15,1,0,1,4,0,0,0,0,0,0,1
22.525,45.05,1,45.05,45.05,0,0,0,1,1,0,0,0,0,0,1
14.742857142857144,5744.35,56,102.57767857142858,103.2,0,1,1,6,0,0,0,1,0,0,0
25.266666666666666,75.8,1,75.8,75.8,1,0,1,2,0,0,0,0,0,0,1
9.725,19.45,1,19.45,19.45,1,0,0,1,1,0,0,0,0,0,0
26.433333333333334,523.15,7,74.73571428571428,79.3,1,0,1,2,0,1,0,0,0,0,1
17.759999999999998,4805.3,55,87.36909090909091,88.8,0,1,1,4,0,0,0,1,0,1,0
15.45,59.05,2,29.525,30.9,1,0,0,1,0,1,0,0,0,0,1
10.7375,6110.75,72,84.87152777777777,85.9,0,1,0,7,0,1,0,1,1,0,0
17.1,1596.6,45,35.48,34.2,1,0,0,1,0,0,1,0,0,1,0
10.075,1046.2,47,22.25957446808511,20.15,0,1,0,1,0,0,0,0,0,0,0
19.05,4424.2,46,96.17826086956521,95.25,0,0,1,4,0,0,1,0,0,1,1
16.766666666666666,92.75,2,46.375,50.3,0,0,0,2,1,1,0,0,0,0,0
20.0375,194.55,2,97.275,80.15,1,0,1,3,0,1,0,1,1,0,0
17.083333333333332,612.1,12,51.00833333333333,51.25,1,0,0,2,0,1,0,1,0,0,0
17.919999999999998,6127.6,68,90.11176470588236,89.6,0,0,1,4,0,1,0,1,0,1,1
19.04,6671.7,69,96.69130434782609,95.2,0,1,1,4,1,1,0,1,0,0,0
18.96,5264.3,56,94.00535714285715,94.8,0,0,1,4,1,0,1,0,1,1,0
20.0625,303.7,4,75.925,80.25,1,0,1,3,0,1,0,0,1,1,0
10.87142857142857,4818.8,64,75.29375,76.1,0,1,0,6,1,1,0,1,0,0,0
13.76875,6448.05,59,109.28898305084746,110.15,1,0,1,7,1,1,1,1,1,0,1
12.838888888888889,7159.05,62,115.46854838709677,115.55,0,1,1,8,1,0,0,1,1,0,0
8.216666666666667,1574.5,63,24.99206349206349,24.65,0,1,0,2,1,0,0,1,0,0,0
8.933333333333334,2879.2,53,54.32452830188679,53.6,1,0,0,5,0,1,1,0,1,0,0
9.725,86.05,5,17.21,19.45,0,0,0,1,1,0,0,1,0,0,0
14.700000000000001,4159.45,49,84.88673469387754,88.2,1,0,1,5,1,1,0,1,1,1,0
16.858333333333334,6638.35,62,107.07016129032259,101.15,0,1,1,5,0,1,0,1,1,0,0
11.36,3112.05,55,56.582727272727276,56.8,0,1,0,4,0,0,0,1,1,0,0
14.200000000000001,7168.25,71,100.96126760563381,99.4,1,1,1,6,0,1,0,1,1,1,0
10.05,1326.25,72,18.42013888888889,20.1,0,1,0,1,0,1,0,1,0,0,0
10.116666666666667,2234.55,36,62.07083333333334,60.7,0,0,0,5,1,0,1,1,1,0,0
10.475,495.15,25,19.805999999999997,20.95,0,0,0,1,1,1,1,1,0,0,0
12.761111111111111,8317.95,72,115.52708333333334,114.85,0,1,1,8,0,1,0,1,1,1,0
9.625,679.8,36,18.883333333333333,19.25,0,0,0,1,0,1,1,0,0,0,0
15.7,62.8,1,62.8,62.8,0,0,0,3,1,1,0,0,0,0,0
15.071428571428571,7544.0,72,104.77777777777777,105.5,1,1,1,6,0,1,0,1,1,0,0
9.925,1188.25,59,20.139830508474578,19.85,0,1,0,1,1,0,0,1,0,0,0
22.375,676.7,7,96.67142857142858,89.5,1,0,1,3,1,1,0,1,0,1,1
12.35,74.1,1,74.1,74.1,0,0,0,5,0,0,1,0,0,0,0
13.4375,3242.5,30,108.08333333333333,107.5,1,0,1,7,0,1,0,1,0,0,0
9.775,1240.15,64,19.37734375,19.55,0,1,0,1,1,0,0,0,0,0,0
9.828571428571427,4111.35,63,65.25952380952381,68.8,0,0,0,6,1,0,1,0,1,0,0
10.55625,5899.85,72,81.94236111111111,84.45,0,1,0,7,1,0,0,1,1,1,0
25.0,632.95,8,79.11875,75.0,1,0,1,2,1,0,0,1,1,0,1
10.5625,5193.2,62,83.76129032258065,84.5,0,1,0,7,0,0,0,0,0,0,0
13.9,7530.8,67,112.4,111.2,0,1,1,7,1,1,0,1,0,0,0
22.375,270.95,6,45.15833333333333,44.75,1,0,0,1,1,0,0,0,0,0,1
11.514285714285714,5460.2,70,78.00285714285714,80.6,0,1,0,6,0,1,0,1,1,0,0
26.900000000000002,1614.2,20,80.71000000000001,80.7,0,0,1,2,0,0,0,0,0,1,0
25.2,402.5,5,80.5,75.6,1,0,1,2,0,0,0,0,0,0,0
9.6,1367.75,24,56.989583333333336,57.6,1,0,0,5,0,0,1,1,1,0,0
22.025,483.7,11,43.97272727272727,44.05,1,0,0,1,0,1,0,1,0,0,1
13.825,7962.2,72,110.58611111111111,110.6,0,1,1,7,1,1,0,1,0,0,0
11.64,3810.8,66,57.73939393939394,58.2,0,1,0,4,0,1,0,1,1,0,0
11.571428571428571,3533.6,45,78.52444444444444,81.0,0,1,0,6,0,1,0,1,1,0,0
9.85,1396.9,69,20.244927536231884,19.7,0,1,0,1,0,0,0,1,0,0,0
21.4,1345.55,15,89.70333333333333,85.6,0,0,1,3,1,1,0,1,0,1,1
14.8875,1646.45,28,58.801785714285714,59.55,0,0,0,3,0,1,0,0,0,0,0
12.838888888888889,8127.6,70,116.10857142857144,115.55,0,0,1,8,0,0,1,0,1,0,1
10.792857142857143,2680.15,36,74.44861111111112,75.55,0,0,0,6,0,1,1,0,1,0,0
21.65,1281.0,16,80.0625,86.6,1,0,1,3,1,1,0,0,0,1,1
21.3,1553.9,18,86.32777777777778,85.2,1,0,1,3,0,1,0,0,0,0,1
19.53,3207.55,34,94.33970588235294,97.65,1,0,1,4,0,1,0,1,0,0,1
11.275,2049.05,42,48.786904761904765,45.1,0,0,0,3,1,1,1,1,0,0,0
11.825000000000001,3629.2,48,75.60833333333333,70.95,0,0,0,5,1,1,1,0,1,0,0
13.69375,5124.55,47,109.03297872340426,109.55,1,0,1,7,1,1,0,1,0,0,1
14.924999999999999,3474.45,39,89.08846153846153,89.55,1,0,1,5,0,1,1,1,0,0,1
10.45,202.3,11,18.39090909090909,20.9,0,1,0,1,0,0,0,1,0,0,0
9.975,147.5,7,21.071428571428573,19.95,0,0,0,1,1,1,0,0,0,0,0
8.200000000000001,86.35,3,28.78333333333333,24.6,0,0,0,2,0,0,0,0,0,0,0
13.34,579.0,8,72.375,66.7,1,0,0,4,1,1,0,0,1,0,0
9.725,19.45,1,19.45,19.45,0,0,0,1,1,1,0,0,0,0,1
15.799999999999999,3131.55,32,97.8609375,94.8,0,0,1,5,1,0,1,1,1,0,0
10.975,3928.3,60,65.47166666666666,65.85,0,0,0,5,1,1,1,1,1,0,0
9.975,187.75,10,18.775,19.95,0,0,0,1,0,1,0,1,0,0,0
8.216666666666667,1710.15,71,24.086619718309862,24.65,0,1,0,2,0,1,0,1,0,0,0
10.175,76.35,4,19.0875,20.35,0,0,0,1,0,0,0,1,0,0,1
34.625,69.25,1,69.25,69.25,1,0,1,1,0,1,0,0,0,1,1
10.25,2151.6,43,50.03720930232558,51.25,0,0,0,4,0,1,1,1,1,0,0
16.583333333333332,5961.1,59,101.035593220339,99.5,0,0,1,5,1,1,1,1,0,0,1
13.5625,1221.55,23,53.11086956521739,54.25,1,0,0,3,0,0,0,1,0,0,0
9.7,1496.45,72,20.78402777777778,19.4,0,1,0,1,0,0,0,1,0,0,0
14.0625,1292.2,22,58.73636363636364,56.25,0,0,0,3,1,1,1,1,1,0,0
25.15,25.15,1,25.15,25.15,0,0,0,0,0,1,0,0,0,0,0
7.983333333333333,1713.1,69,24.827536231884057,23.95,0,1,0,2,1,0,0,0,0,0,0
